Txhash,                        BlockTimeUnix,                        BlockTime,                        Fee(SOL),                        TokenAccount,                        ChangeType,                        ChangeAmount,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenDecimals,                        TokenMultiplier
5WW2R6g2FLsZLo5oY4Cc81MrbZqsCi65yfn7rGQgHNmST6Kaw8SFGzDmYw31bWrvtdGYPbQB4Xiqkq9Md1PzaYYm,1774540792,2026-03-26T15:59:52,0.00000523,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1624559453,1624559454,So11111111111111111111111111111111111111111,9,1.0
5qQXs2QUT7vB5hJCZ3GyNXSWydgZFgsPtjSC4aPUHjhEnRcQ4gXtF9WuZCWAkL6tE982j3dQmmRMmmAjFRDgppPc,1774540792,2026-03-26T15:59:52,0.000005236,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1624559452,1624559453,So11111111111111111111111111111111111111111,9,1.0
5NPvRiNwcN6z4jKHfQcj6AiSo8PZ9xouaY8oVhTy3asS9m45J8wvv9WdRpz45B6MZD8e6drLgeG7iAVpw9aKYenA,1774540729,2026-03-26T15:58:49,0.000005242,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1626855419,1626855420,So11111111111111111111111111111111111111111,9,1.0
2D1gJYQGPBoQmB53zz4r95FyXYWKzAk29QqRnWy2djRm1YxNJMYBiw4a3QjterEaQQxtrZJCud7riHcfLxCcYXCj,1774540596,2026-03-26T15:56:36,0.000005266,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1632929552,1632929553,So11111111111111111111111111111111111111111,9,1.0
q4b1onQShKiDwC97PNvJakRxgVB8rEGSaTL3bKM5cMQYStReu9cLYUywNGzz1qehJSBjWhUrDyRPo6jgjWLUwko,1774540596,2026-03-26T15:56:36,0.000005272,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1632929551,1632929552,So11111111111111111111111111111111111111111,9,1.0
HfnacNKBao2QBXTnWHFJf8K529VhnDVzqqeVyZsprDPfqDeiLHM2VsjhtMd5RNjbcBvid6wJ62QAXynWsg5eqyo,1774540596,2026-03-26T15:56:36,0.000005278,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1632929550,1632929551,So11111111111111111111111111111111111111111,9,1.0
2Xxboo6zfuFNyMPQ73BLPEQhrsBjCZWCY49vchU2Lb6JMyT9w7gkvGAumzQSyMqCreqfb1t33VqjNfdC1ZEiS2nQ,1774539845,2026-03-26T15:44:05,0.000005,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1670831384,1670831385,So11111111111111111111111111111111111111111,9,1.0
52KKfNHvPS5E4pDhkHPtLrnZwQWFBs8dsi6rrqkeh1q4WZW3HWwzfR5ogcajban94gWu6JQwpEbm7DxUufB4GkpE,1774539012,2026-03-26T15:30:12,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1716272384,1716272385,So11111111111111111111111111111111111111111,9,1.0
5514Rz7V8BGMbeDwRnbxkc2yZyHF9tCovubhK2Twmg8sWTVT5RJtRnpEd4PSEhJgwzYGdWCiAyx2852cK8YVeBJW,1774539011,2026-03-26T15:30:11,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1716297421,1716297422,So11111111111111111111111111111111111111111,9,1.0
5LSmLg4yQiDXcFU5mRbLUYfHibUhZDvvtHgnhkFHHxSRpEuzyacpfZxYvX2q1cSV7oEb7MtUqAg6DmAuFEnADkYX,1774539011,2026-03-26T15:30:11,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1716297420,1716297421,So11111111111111111111111111111111111111111,9,1.0
36bbWvtrZrEMD8QXp8KVY4HuWvwb7qZ8t22akDyGH6nfRMjvYgtm5hMMXJRnsGoxmzzYq3QJncANBxBy821byZgG,1774539011,2026-03-26T15:30:11,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1716297419,1716297420,So11111111111111111111111111111111111111111,9,1.0
4VWw6EvcP7dKkBDCvQTJKG18K8fQhc3Qx8gNdpoiJPgMcTGrHBFM7D6Sei3eTGgbMwZ1dfgkVbbUwDX6ogxDbPWp,1774538948,2026-03-26T15:29:08,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1720933018,1720933019,So11111111111111111111111111111111111111111,9,1.0
4AC5XP5QXSPgmPmF2xVWGnVBsEiMNuaKQmSYNSZYhVEcmMWhXe3KQhXsKN4aFcj3jP5CM7vHPaVcMWtBNLu2i7kv,1774538948,2026-03-26T15:29:08,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1720933017,1720933018,So11111111111111111111111111111111111111111,9,1.0
2no4LrSBjNtmbFLHnt3nqZopwwnUoEfFNWDDghEiXAcsWNsSdMAxe3nFm3fg1NymMij3yAtNP1mgJu7xLuC1EeBp,1774538948,2026-03-26T15:29:08,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1720933016,1720933017,So11111111111111111111111111111111111111111,9,1.0
2qZnhZk2BYCjiyGvDQYm59i2LvD4nMHg7KX82bc9Z9sUwpLhW71hUcTpqHjWDnwcN7Ktvonbt5UwRUPsMiDtcRhj,1774538946,2026-03-26T15:29:06,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1720998170,1720998171,So11111111111111111111111111111111111111111,9,1.0
3mCfLB7cenM1k9JLze4XVt7n4vANm2wgUkk4mnpE3MMC4bBEYSnhE8eg9qx3SvKuJRbCTsoVt5jTMmfnRoXsGQY7,1774538946,2026-03-26T15:29:06,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1721018235,1721018236,So11111111111111111111111111111111111111111,9,1.0
2inreownF2XFMHuH6cEebe1P7US13ohaLpK55uuiC6QCg4ArDwUgV2bC6P5xyZAQN8udYsZfW6sSZLeJ4ztNiU4o,1774538946,2026-03-26T15:29:06,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1721043303,1721043304,So11111111111111111111111111111111111111111,9,1.0
31SJspdbJ8b6yj8KW7VR2cQKjMJp1G9CPqXWhxC2fMdctGAh87N8WE1TZNUKoULd4Tnneu6TC6n4a6p8y52gqLN8,1774538946,2026-03-26T15:29:06,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1721108474,1721108475,So11111111111111111111111111111111111111111,9,1.0
4iRX7ZrvYGwFQZrVNKVU9EDevUSwukiMogw4SU1vGz84G9eGaSx8i3atkGuBhWuBpXT6rzj7ynvvFqtcDDcvYHMv,1774538946,2026-03-26T15:29:06,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1721108473,1721108474,So11111111111111111111111111111111111111111,9,1.0
Wua4Y7Kvro7LZNHviTLdttKBewdeLX6n41muFCMpi6LuqnhJUYqYC12ofX4Y1tG6yKLsMx8qHHGWWUjzwvMygiW,1774538945,2026-03-26T15:29:05,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1721118501,1721118502,So11111111111111111111111111111111111111111,9,1.0
652Pn5QquenmGVQDMMGnAe3gwwGzCvJhBsneGbYTSbBA6pAbqgNufmfNDu1VXPvz3Yp6xPJ4cvAWV24dHrPdYDFJ,1774538945,2026-03-26T15:29:05,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1721153590,1721153591,So11111111111111111111111111111111111111111,9,1.0
PJaVEXuK1jDVXttcFjmjvdDj87zTrdxfyJVFQpzawSqkFpnXJpDXHVGASjWVLV8YCEtNGEfxmJpiaqJTiwyWZBu,1774538882,2026-03-26T15:28:02,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1725071329,1725071330,So11111111111111111111111111111111111111111,9,1.0
4h1Q7VfmjXB6JQLq5fRYNJ11o94aqXCXoF58NNL7RuHKCh3HjXhHwSgJkUdFYWAgWpkqvxL9D82T269SHvNLiqZJ,1774538882,2026-03-26T15:28:02,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1725071328,1725071329,So11111111111111111111111111111111111111111,9,1.0
29XtRm3D6EuKqZW75ToSo5X3BQxWBJASTaX81w4BSs6DpMUjkn4hwgt9DUYbXqyWT52P7CWwTJx5wYteXSStVMDQ,1774538882,2026-03-26T15:28:02,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1725071327,1725071328,So11111111111111111111111111111111111111111,9,1.0
4ZyATdB796iFHEWD5Bn5fDWx5vRjpChQTTotLuzW2k2V4NpmazdLMSFquBVDET83g3JdZHA5kWVVktciMKurAPW,1774538882,2026-03-26T15:28:02,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1725071326,1725071327,So11111111111111111111111111111111111111111,9,1.0
4cmUHgRMsfzGiGbGZCQZokkLvwgodtpEqMjnjzuGBFe1XAK4tU2r5BTNQtTdzFTAC8CPwZWMVLG2QQczC7RzpgWD,1774538880,2026-03-26T15:28:00,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1725186569,1725186570,So11111111111111111111111111111111111111111,9,1.0
3jvCMR4ycbFsVh5dCmNDzmVN2HWHZDkJJ7ZvCJRjSEka6a1o4ipNRCjAgoj4KPt6HijLHQgdgeGGrBHTBtPP6oT7,1774538880,2026-03-26T15:28:00,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1725191573,1725191574,So11111111111111111111111111111111111111111,9,1.0
w1xABYXbVe7rBMDyCyEWNDaTYZTtN9ytAtDep9pkoqEEvoGiQ7iwWPJeGMQZrXmzwsu4q6cUAdQj41kMxHwm9Dj,1774538880,2026-03-26T15:28:00,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1725206607,1725206608,So11111111111111111111111111111111111111111,9,1.0
WuZPUCPYsU5TW4myK2TqdE3zrLbeTbr462Yw52wms8kLm8WoTLnMP6nQwGT3iJmd59AAN4WP9ZYc88FizmST1mn,1774538816,2026-03-26T15:26:56,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1729540811,1729540812,So11111111111111111111111111111111111111111,9,1.0
3hqvbXUxB2sBcjYyoZ988rz2VRGVw6wXp14GDquFHnBsb9WBFmfQB8PzMeVXFDqL4U533MA2DYWcvoNveUgAkwsm,1774538428,2026-03-26T15:20:28,0.000005284,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1762321901,1762321902,So11111111111111111111111111111111111111111,9,1.0
2V5PXKCnX7NZsNnUybQEZ177PnJNAfYu2sP88PUEj9UHvshtJWUirE6jhBtEfudJzodXYJUDJGrJrwXmV8aZygLb,1774538110,2026-03-26T15:15:10,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1785646955,1785646956,So11111111111111111111111111111111111111111,9,1.0
D5PwEYoucVipDzD1UdHrnZVdCwrJwmvE7i7CtasZKfVheKHy6po5LvY3j3zJtf5RYqk7Xc1HKdDJYumifK45K7F,1774538110,2026-03-26T15:15:10,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1785646954,1785646955,So11111111111111111111111111111111111111111,9,1.0
2dJCLLo1K3NqUfMhbaXrcVMkFxYWQZ45M61pAzKSGi9CmrcbQ9CjcSS1sQGAejrAoihSqb9zgCJHbLtzNDWG8Ltd,1774538046,2026-03-26T15:14:06,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1789497224,1789497225,So11111111111111111111111111111111111111111,9,1.0
55UZAKjqCARG5MKzEjXjpZFyjgwYYmiWidLfVWU9jNSPeyP1kQS5BCAvXLQCmVpDixxyo72Javydz8fUPoNDzDcb,1774538045,2026-03-26T15:14:05,0.00000529,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1789537353,1789537354,So11111111111111111111111111111111111111111,9,1.0
s3CRZJhBrEYW2cjkQKwZeW5Dy6gPSrMsqrXiyDBteu2fLQRVcNbHAAyFvNVWSx5VTLxbFno4oDRPHzyMyaY6FD8,1774538045,2026-03-26T15:14:05,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1789537352,1789537353,So11111111111111111111111111111111111111111,9,1.0
5jrYsH7DoY11yqGkRgSEemo8gAoAV4EFaXn8HYpskqEkTS1B5ZBpQBwh1hj5ftFuRCwDTJHtLvYgH84gWeZfqvzG,1774537981,2026-03-26T15:13:01,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1792686141,1792686142,So11111111111111111111111111111111111111111,9,1.0
4FKJGf76GAEnoCjg8VDsmP5VV2DeCZ4ThgqseLDgY2JqAx3XwdszDAtVqp5FavAroEUp4qH9GsafRob9GwC16QvX,1774537981,2026-03-26T15:13:01,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1792686140,1792686141,So11111111111111111111111111111111111111111,9,1.0
3NMqDtGFXWdrwdoBKWbZwoAw7Zngo294bEzKRVL4yCjAnfTW5eyXSa1GFwYCnb2iWPphaQYBHuuxHLeNPKgN5ezU,1774537917,2026-03-26T15:11:57,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1795915045,1795915046,So11111111111111111111111111111111111111111,9,1.0
iSn25puBk1FGruQP1LhRBfj48zmxL8kqPcYhasphk9zaxNYeeJNU7J4QTQxUKuPMDkgWqVxRGNEiWrjkrJ2QgaH,1774537917,2026-03-26T15:11:57,0.00000529,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1795915044,1795915045,So11111111111111111111111111111111111111111,9,1.0
2FNVHFtHyGyGisGEXuLSpHWubv5JeuShBgcNMESgQeDcMmGy7LkYXbjXKkQBLXr1N7qVadVJy6baMzcodSVhnyuS,1774537853,2026-03-26T15:10:53,0.000005278,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1798782467,1798782468,So11111111111111111111111111111111111111111,9,1.0
66pzDXyxHtG6Z6zFgxV5aRnzWHZNq1YCpoEArRqGiAa9wZaKegsWfBBwGNaymo6XhssNoCo1p4NTtZYN6AAgJdeQ,1774537742,2026-03-26T15:09:02,0.000005,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1803184848,1803184849,So11111111111111111111111111111111111111111,9,1.0
2HM5F2waLZ35WGmLsN2LokwdH7AqmnYfCCTkRLrTWGzUYZG1YVPWMP1ZF7XinpiLtVY5cjpUwa6F3uh3RUpFEzqQ,1774535650,2026-03-26T14:34:10,0.000005,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1899816588,1899816589,So11111111111111111111111111111111111111111,9,1.0
2YWz43cZRsjHzVZC1VDNF78fBPxoDYPBSMHGePdPLbH7CrFYSRDDARqowpD7WZJ65Kfh5UadLjro7nRVPPrAzbak,1774534397,2026-03-26T14:13:17,0.000005308,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1959948560,1959948561,So11111111111111111111111111111111111111111,9,1.0
4BYRB6SD3XZ2LvzKPkthL5a9ggaTXhnLbiXxjBp5DNEPrUt3b74AJ2HvPbUyH6dpbD3V64gR9MQJkqG8sKw2HJkP,1774534333,2026-03-26T14:12:13,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1963953927,1963953928,So11111111111111111111111111111111111111111,9,1.0
2w3BCwzPhayCVKyMYaNBmuACfX9VVizVet566Mxe837dCzRumap2F7CL1xJB7pTwC9ZRzZxR6cLSq6ZuudXrGygg,1774534333,2026-03-26T14:12:13,0.000005284,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1963958934,1963958935,So11111111111111111111111111111111111111111,9,1.0
5Ct1ANBta2n8Avb2CL51b8JbRxCyUGuhzXmom2raEa9Tey3zBnE61NiA6hFf6bf1zNY18WWNLu6bh2KZ7Ua6APX6,1774534332,2026-03-26T14:12:12,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1964064139,1964064140,So11111111111111111111111111111111111111111,9,1.0
5BDcrYwLjsc4PGKgczWaZCDgLRN9qpBXkug1ZeN4gBd3gQxVbndaC2QtBGFbLoF31hvx64pDtPfFYMq7NgZN1Fip,1774534332,2026-03-26T14:12:12,0.000005314,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1964064138,1964064139,So11111111111111111111111111111111111111111,9,1.0
2LYTQLzg7Xj4paA1ed9e9uJC29C7GnaBkcG9BCyfU5Wr6Vh7C4ASFhbeoQfNv6T1Yt6Udba66of9ztN8ruT9QYSn,1774534269,2026-03-26T14:11:09,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970736010,1970736011,So11111111111111111111111111111111111111111,9,1.0
3EE1aMGVcZwwpDuTUgihj38UVjc8Bsvu2vdWBKiq3CsLZ7pxmAY1sBR2ArkDmFLAV3VNayBPq6QrBbvV6UAcfDFf,1774534269,2026-03-26T14:11:09,0.000005314,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970736009,1970736010,So11111111111111111111111111111111111111111,9,1.0
2VRtKbgVFMF2bhmdGhRkg2cbJftZKps8QUcnKzZ1fhzu8hKe4u7zaprRAAvNxw3AQSDd3DFR1eNXj7zowndnW1JT,1774534269,2026-03-26T14:11:09,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970751041,1970751042,So11111111111111111111111111111111111111111,9,1.0
e7TCeVzD7TMCsREm6HC9mErjuMUs3RbUECGCiUaXEkqxMNqHTUYJbA3H3b72wnynkpRUsePfxHGaW8kU3XJ6JcP,1774534268,2026-03-26T14:11:08,0.000005314,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970806159,1970806160,So11111111111111111111111111111111111111111,9,1.0
5ESNACyofifmw3C7KBTiWEW62rqtpp7N9S3g91QZppbLpS4pZnh1WUU6cG6UCi8bzYVfnVzkMaq5MeRw5Jidzdua,1774534268,2026-03-26T14:11:08,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970806158,1970806159,So11111111111111111111111111111111111111111,9,1.0
4YnCcaCNeVFZpFUtRBDWs7aPJCbX6PriwJzksk2QkGxhb7DEkjw7zjPkXzs2e9Gi1afEXYhHMwEodphcwABy3k46,1774534268,2026-03-26T14:11:08,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970811175,1970811176,So11111111111111111111111111111111111111111,9,1.0
3PcbbUPpJma6seroHUuZGfLiJRQQFd574EvPqAZs6ehstS2qajQ6K2GyauQqMiUNTsXRPURPrTjPdw7qZbse2cXR,1774534268,2026-03-26T14:11:08,0.000005314,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970816188,1970816189,So11111111111111111111111111111111111111111,9,1.0
47cU2o5vWheT2sqaaDe31bvBcZXhfuLkPw6LRpy7xAms6rKJV2TPaNwMwXrQFaJqQStXo5Un2jY333KHJ5BBjVd4,1774534268,2026-03-26T14:11:08,0.000005308,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970816187,1970816188,So11111111111111111111111111111111111111111,9,1.0
2BL89Z7o9y9cPq5RCkg5pxk6j93smDKLyrpx28Q1kwLfhxWebPeNbK7Eu44C5Njbmsee3xsbcBfN2B9XNNfg2WNM,1774534268,2026-03-26T14:11:08,0.00000529,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970816186,1970816187,So11111111111111111111111111111111111111111,9,1.0
rT3YtfFV2YRRQVYBeUim21UKFEyXDM3gxKcAUxNzzxtqfS2t8dzLVNqqeg7W1fjHKj14kDVmxEFDQcd1De93nk1,1774534267,2026-03-26T14:11:07,0.000005308,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970946429,1970946430,So11111111111111111111111111111111111111111,9,1.0
47asVTo3z55p7BBCHcHqNeyLhQLbzG9bgXSCMxQfZtXDAZMGd1JxaSTiNVnnnz5JREHJ5QMUY9FgpVK6jjnenxwN,1774534267,2026-03-26T14:11:07,0.00000529,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970946428,1970946429,So11111111111111111111111111111111111111111,9,1.0
4gLL2F8dULwKpkPpX1J5a6ddqSv6c4yjByBM7aa3pNvWpbrMhWQm6dn7Uto8kskHum67Zic66Njmf43fsVE4STrK,1774534267,2026-03-26T14:11:07,0.000005314,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970951443,1970951444,So11111111111111111111111111111111111111111,9,1.0
5rRG3CM6poRSbPkdiCWpEBWKU6Z5vomKBkgfN5ZuN8knHtxRiqki15QWNDo9MZSigYNv8UEZdS2GaMuCBKohXGLv,1774534267,2026-03-26T14:11:07,0.000005308,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970951442,1970951443,So11111111111111111111111111111111111111111,9,1.0
4EFLDMup4gte4YDRSVLLBmgoPBboqSVdkGtVzg5QXQPuNjycxAAfRwbbyZ2T8YJ47NRpXn2NK2J6apCo8SmAAB78,1774534267,2026-03-26T14:11:07,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970956459,1970956460,So11111111111111111111111111111111111111111,9,1.0
3RsVT7YYt3mkb5Mh6reZP7AtiFhEvkTbkmUrkuxUQjAsec7Z3yuPgPqsHozHvUawzursiDS3WKgMLC8AX3huKJqx,1774534267,2026-03-26T14:11:07,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970956458,1970956459,So11111111111111111111111111111111111111111,9,1.0
2oo2RAL55EBNhoN1PRtarqA8nGANqbKHd2caCVkofTNM8ppn7mXxw4JQkrjuQsBREx4EcGbHfXrzVv6oUACE2WZb,1774534267,2026-03-26T14:11:07,0.000005314,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970971474,1970971475,So11111111111111111111111111111111111111111,9,1.0
FkN4VZrnFcVGZ9EVEfKDUgmd51d7x4s3RreS3rQXGva4eaTSCxzxC1HSbJaNBqqUJ9TkkMZ9FTT8dMskkLnYZfX,1774534267,2026-03-26T14:11:07,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970971473,1970971474,So11111111111111111111111111111111111111111,9,1.0
3wSE2Pn9FtmCyLsbfKPteZphLrzQ38YGJSEddC3rQLywrCju6fMZWL4FY6WY3DsuMZhnuJZqupRiLmRK2cUC5QLB,1774534267,2026-03-26T14:11:07,0.00000529,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1970971472,1970971473,So11111111111111111111111111111111111111111,9,1.0
5ZmpEZEkcbRdpnJvHvjLki2wrGXu27qBDkV4a3ABN5WeZb3Lq5F9JAydJFc9CqzxK1ymtLF1ZWF5HosuWtTimQXD,1774534266,2026-03-26T14:11:06,0.000005302,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1971106742,1971106743,So11111111111111111111111111111111111111111,9,1.0
4MdvrWQffcmeGoiuAi44rUzXkDVHMzsTws9gQnMASyg7zR89rbtfCh8SWNfghdGz7N3wJUkNtwLHwsdKc4mSmXf6,1774534201,2026-03-26T14:10:01,0.000005308,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1982011705,1982011706,So11111111111111111111111111111111111111111,9,1.0
66Y4GfCWwVFRHDtmPs58D5jExvdSnL7DThEjxNxbricEJNWkx1BKxj5DXJNezzkb6b51EEt75aP1KDG7bpLpgCyc,1774534201,2026-03-26T14:10:01,0.000005314,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,1982046811,1982046812,So11111111111111111111111111111111111111111,9,1.0
3jXRtA88r8UeVL79Y5fqgw1oosCexJ7iqtAWWLGKjyTNCwDXiixhZJm3CB9DhMnn7mdgRcuX8gLmZtugWXZoi1N4,1774532182,2026-03-26T13:36:22,0.000005,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,2031809078,2031809079,So11111111111111111111111111111111111111111,9,1.0
39f21jNa4d92BUxUbFCPbvsn9sHHau3qkpkrC1rkMnfHJjkRSicG9wdkZ6JXKvbMiNExZfRVbsk8t5rFTy4HVKUh,1774531952,2026-03-26T13:32:32,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,2036012877,2036012878,So11111111111111111111111111111111111111111,9,1.0
1o9qB6GG3jFvvRTD8JsfFY2g2YfYRSmjMUPKRYTHKRpuRVbtK2Apwqdvu6KRujAnp7kVjcxkFv8dtRWQSePJqLP,1774531757,2026-03-26T13:29:17,0.000005,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,2039905569,2039905570,So11111111111111111111111111111111111111111,9,1.0
5sSF9VdbHdzREYa5xQvaoEfyx5NLFEFbEoCDbts6Jxa3h2vgpwSTSF8XXvZ4dYpYarkx9r1RV94hssrRrhMxKyys,1774531376,2026-03-26T13:22:56,0.000005296,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,2045930428,2045930429,So11111111111111111111111111111111111111111,9,1.0
4yYLnfpBT7x4xmc8ybv9eUPyiFVzcAig4mxBjfHNzx7CPyXRievxQHEq9cq9nZEYRJXhZpSKtL3UuLstfWcWcvYi,1774531181,2026-03-26T13:19:41,0.000005272,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,2049768109,2049768110,So11111111111111111111111111111111111111111,9,1.0
qZvD2JxjgWi9siu3nx5WZRq5qtrb1A9e9fJ4WEnhLPemEtkABeARCTMXSz1gNvD6dznWTzjyt7MXXZiwLWcBj7c,1774530859,2026-03-26T13:14:19,0.000005284,AFXigaYuRKYmvd9HZQCobtZ98FNAwnwpsnjvJRztUGb6,inc,1,2056328619,2056328620,So11111111111111111111111111111111111111111,9,1.0
